ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
10614,F,Ship,3,3,231,3,low,F,3,4649
2450,F,Road,4,5,225,4,low,M,48,2767
8964,F,Ship,5,2,183,5,high,F,8,4820
4309,D,Ship,4,3,224,3,medium,F,9,5283
10927,D,Ship,5,3,219,5,low,F,6,1553
2711,C,Ship,3,1,181,3,medium,M,29,2981
4150,B,Ship,3,1,241,2,low,M,8,5602
6192,F,Ship,3,5,146,3,medium,F,7,4126
2744,F,Flight,4,3,132,4,medium,M,10,1767
4718,F,Ship,3,2,279,3,medium,F,6,4560
2637,A,Ship,4,3,154,3,medium,M,10,1711
8599,D,Ship,6,3,278,4,low,F,9,1368
7939,D,Road,4,1,204,8,low,F,7,5359
34,B,Ship,4,2,234,3,medium,M,4,3261
10091,C,Ship,4,5,141,2,low,M,1,4395
66,F,Ship,3,2,202,3,low,M,49,2881
7781,C,Ship,2,3,219,4,low,F,9,4086
2990,F,Road,5,1,206,4,low,M,62,1137
8299,D,Ship,3,4,209,2,high,F,5,4363
640,B,Ship,3,4,247,4,low,M,59,2939
837,A,Flight,3,4,229,2,low,M,51,2628
5250,F,Ship,7,5,306,4,medium,F,2,1281
6455,C,Flight,5,5,131,5,low,F,1,5299
6504,F,Ship,5,2,244,5,low,M,10,1699
8342,F,Road,6,4,285,4,medium,F,10,1422
967,D,Flight,4,5,163,4,low,F,49,1470
2509,D,Ship,3,5,190,10,medium,M,26,3244
9225,A,Ship,3,1,178,4,medium,M,9,5727
4545,A,Ship,6,4,265,4,low,F,9,1511
10082,F,Ship,3,2,215,2,low,F,7,4305
1612,B,Ship,3,5,153,2,low,F,44,1585
10398,F,Road,5,2,171,3,low,M,6,4656
5421,A,Ship,3,3,234,3,low,F,8,4839
7009,D,Ship,4,1,196,2,low,M,3,4752
2132,F,Ship,3,3,109,2,medium,M,18,1661
9831,A,Ship,4,3,213,4,medium,M,8,4220
891,A,Ship,3,4,266,2,high,F,33,3798
2628,F,Ship,4,5,228,2,low,M,63,3401
7232,F,Ship,3,3,202,2,medium,F,1,5220
1363,D,Road,4,5,233,3,medium,F,43,3856
478,B,Ship,3,4,254,2,high,F,41,3973
4450,B,Ship,4,3,198,3,medium,F,1,5846
10830,F,Flight,4,4,199,4,high,M,1,4163
10083,A,Ship,3,4,164,2,low,M,1,4067
2683,D,Ship,4,4,279,5,medium,F,56,2697
5050,B,Road,4,1,259,3,medium,M,5,4435
3825,A,Road,4,2,245,2,low,M,1,5978
4346,F,Ship,4,3,245,3,low,M,8,4826
9877,D,Flight,6,1,173,3,medium,F,2,4892
9323,C,Flight,5,2,159,3,low,M,5,4930
5284,B,Ship,6,4,292,4,medium,F,7,1094
1089,A,Road,5,2,196,3,medium,M,44,2085
335,C,Ship,4,2,220,5,low,M,33,2854
9590,F,Flight,3,4,166,4,low,F,1,5533
3014,F,Flight,5,4,182,3,medium,F,11,3545
9259,D,Ship,5,1,176,4,low,F,1,4270
8236,B,Flight,4,3,211,8,medium,F,6,5583
9079,D,Ship,4,3,225,2,medium,F,2,4169
10742,F,Ship,5,3,218,5,medium,F,4,1433
5211,A,Flight,5,4,121,5,high,F,4,4814
10735,D,Ship,5,5,275,5,low,M,4,1646
10093,D,Ship,5,1,125,4,medium,M,3,5595
3514,B,Ship,3,2,262,4,low,M,1,4745
5592,F,Road,2,3,201,3,medium,M,5,5733
8338,B,Road,5,4,271,5,low,M,4,1320
3012,F,Flight,4,5,157,4,medium,F,12,1038
319,D,Ship,3,1,200,2,medium,M,27,2551
5367,A,Ship,3,4,166,2,low,F,10,5258
1553,C,Ship,4,1,211,2,medium,F,44,3099
809,C,Road,4,5,163,5,low,M,24,1658
5712,F,Ship,4,5,189,3,medium,F,3,5193
2517,A,Ship,5,5,264,3,medium,F,56,3482
2376,F,Ship,3,2,183,3,medium,F,25,2023
284,F,Flight,5,4,165,3,low,F,20,1150
851,C,Ship,4,2,170,2,low,F,1,1446
10010,F,Flight,4,1,269,3,low,F,3,4409
2830,B,Ship,3,4,172,3,low,M,56,1103
6885,A,Ship,6,3,139,6,medium,F,8,1284
5788,B,Ship,7,5,265,4,low,F,9,1393
10621,D,Ship,4,3,156,3,medium,F,8,4701
2128,B,Ship,3,1,236,2,high,M,2,3949
8253,A,Ship,5,2,158,3,low,M,4,4324
503,C,Ship,3,4,191,4,medium,F,43,2903
7147,D,Ship,7,4,309,4,low,M,7,1880
1406,F,Ship,5,1,190,4,medium,M,24,3446
4456,B,Ship,5,1,224,2,medium,M,4,5063
7277,C,Flight,4,2,267,2,low,M,7,5746
8155,D,Ship,4,1,191,3,low,F,8,4021
2305,D,Road,5,2,157,2,low,M,58,1654
939,A,Road,5,3,236,3,medium,M,7,3589
1625,C,Road,3,3,156,6,low,M,45,1602
9767,C,Ship,5,2,182,4,medium,F,9,5159
2745,A,Flight,6,4,249,5,medium,M,43,3078
2581,D,Road,5,2,236,2,low,M,24,3679
10403,C,Road,3,5,166,3,high,F,5,5206
9601,D,Flight,4,4,132,3,medium,F,5,4613
7933,D,Road,3,3,188,5,low,F,6,5713
2586,F,Road,4,5,246,2,medium,M,31,2415
5439,A,Ship,4,4,263,4,medium,M,7,4041
9194,F,Flight,7,4,264,4,medium,M,6,1265
1410,F,Ship,4,5,258,2,high,M,5,3512
4741,D,Ship,3,1,144,3,medium,F,6,4163
10859,C,Ship,3,1,166,3,medium,M,4,4716
9980,F,Road,3,2,257,2,medium,M,8,4242
6182,F,Flight,3,4,201,3,high,M,7,4887
1128,F,Ship,4,4,136,3,high,F,35,1234
175,D,Ship,3,3,242,3,low,F,51,3935
10654,B,Ship,2,2,157,3,medium,F,9,4547
8105,C,Ship,2,2,219,2,medium,M,8,4518
3079,D,Ship,4,5,135,2,low,M,60,1026
9663,A,Ship,6,4,292,4,medium,F,1,1372
636,F,Ship,5,3,266,2,low,F,61,2118
8500,B,Flight,4,5,234,3,medium,F,10,4204
941,C,Road,2,1,113,5,low,F,9,1957
8441,C,Ship,3,3,142,6,medium,F,2,5748
4562,F,Ship,5,3,227,4,low,F,10,1317
2256,F,Ship,4,3,160,2,medium,F,38,1961
2994,F,Road,4,5,201,4,medium,M,46,3498
3097,D,Ship,2,3,188,2,high,M,25,2033
3135,A,Road,6,4,201,2,low,M,4,5916
2227,D,Ship,4,3,180,4,low,M,14,1686
9131,C,Ship,7,5,308,4,medium,M,6,1165
953,C,Road,3,5,188,3,high,F,9,3206
9424,B,Ship,7,5,289,4,low,M,9,1904
10405,D,Road,5,3,243,6,low,F,1,1856
4172,F,Ship,3,2,159,2,medium,F,3,4876
8623,D,Road,4,2,261,5,medium,M,5,1073
3889,D,Ship,5,3,237,2,medium,M,3,5113
7261,D,Flight,4,5,184,4,medium,F,3,5430
9255,A,Ship,3,3,258,3,medium,F,7,4068
144,F,Flight,2,1,205,4,medium,F,63,2156
5731,D,Road,3,3,183,2,low,M,6,5015
5151,A,Ship,4,1,241,4,medium,M,5,5080
3865,D,Ship,6,2,218,6,medium,M,1,4558
8741,C,Ship,3,5,168,3,low,M,8,5877
6845,C,Road,3,3,178,8,medium,M,8,4774
8876,F,Ship,5,4,225,5,low,F,6,2000
3437,C,Flight,2,3,160,2,high,M,3,4409
10072,B,Ship,5,4,208,4,medium,F,8,4116
6673,D,Ship,3,5,153,4,low,F,10,5897
160,B,Ship,3,3,149,3,low,F,63,1946
3494,F,Ship,3,1,166,3,medium,M,9,4410
2995,D,Road,5,5,160,3,medium,M,55,1911
4374,F,Road,3,5,199,4,low,M,7,4520
4878,F,Ship,3,3,165,3,medium,F,4,5924
558,F,Flight,2,3,198,2,medium,M,28,3514
6302,F,Flight,5,3,245,5,medium,M,3,1851
8387,C,Ship,2,4,264,3,low,F,1,5437
861,A,Ship,5,3,144,6,medium,F,35,1009
3419,C,Road,4,4,266,3,medium,F,2,5413
5720,F,Ship,3,1,239,8,high,M,6,5023
6376,B,Ship,4,5,197,2,low,M,3,4379
10135,D,Flight,4,5,211,2,low,F,4,4106
7208,F,Ship,6,5,307,4,high,M,3,1406
10085,C,Ship,4,4,249,3,medium,F,1,5743
3890,F,Ship,3,1,202,2,medium,F,7,4506
7329,A,Ship,4,3,183,2,medium,F,8,5690
9356,F,Ship,6,4,257,4,low,F,4,1451
3592,B,Ship,2,3,134,10,high,F,1,5632
8167,D,Ship,3,1,133,3,low,F,5,5213
8524,B,Ship,4,1,234,2,medium,M,4,5066
1944,F,Ship,4,4,224,2,high,F,31,2084
6798,F,Ship,4,4,250,3,low,M,10,4505
1251,A,Ship,4,4,192,4,medium,F,46,3599
6417,A,Road,4,3,143,4,medium,F,2,4919
3173,C,Ship,4,4,172,3,medium,F,1,4201
486,F,Ship,5,5,263,8,medium,F,9,2236
8878,B,Ship,6,5,269,4,medium,F,7,1249
2253,A,Ship,4,1,173,2,medium,M,53,1251
4436,F,Ship,3,3,261,4,medium,F,7,4542
1665,A,Ship,3,5,204,3,low,F,45,2513
1297,D,Ship,3,5,191,3,medium,M,54,3890
2294,F,Ship,3,5,225,3,low,F,12,2721
1869,A,Ship,2,3,211,3,medium,F,55,3842
4948,B,Flight,4,5,142,3,medium,M,2,5692
5046,F,Road,4,1,145,2,low,F,2,5209
6888,F,Ship,5,3,243,5,low,M,2,1776
10562,F,Flight,2,4,183,2,low,M,5,5335
163,D,Ship,4,1,261,4,low,F,58,3427
10649,C,Ship,3,3,207,10,low,F,7,4423
10502,F,Ship,2,1,184,2,high,F,3,4331
4489,D,Ship,4,4,135,2,low,F,4,5112
230,F,Ship,3,3,162,7,medium,F,42,1278
8210,F,Road,4,3,152,4,medium,F,4,5809
2040,F,Road,5,2,202,3,medium,M,34,3885
10693,D,Flight,3,4,207,10,low,F,6,5856
4535,C,Flight,4,5,108,10,medium,F,7,5928
918,F,Ship,5,3,188,7,medium,M,3,3637
4359,A,Road,3,1,201,4,medium,F,9,5721
6974,F,Road,4,3,250,3,low,M,10,4316
8655,A,Ship,7,5,301,4,low,F,7,1727
4490,F,Ship,3,2,134,3,low,M,6,4778
3607,D,Ship,4,5,244,3,low,M,6,1360
8460,F,Ship,4,2,128,3,medium,M,7,5675
5413,D,Ship,3,2,177,4,low,F,3,5527
2796,F,Ship,3,2,102,4,medium,M,57,1220
3041,C,Ship,3,2,149,3,medium,F,64,1920
6202,B,Ship,4,4,251,2,medium,F,6,4376
2605,D,Flight,3,3,203,3,medium,M,29,3261
8230,B,Flight,4,2,282,4,medium,M,5,5422
9781,D,Ship,5,3,223,3,low,F,2,4671
638,F,Ship,3,3,229,6,medium,F,61,2298
4674,F,Flight,3,5,206,4,medium,M,10,4321
78,F,Ship,3,3,113,3,low,F,43,1518
38,F,Ship,2,4,181,6,medium,F,16,3605
1291,D,Ship,4,3,242,3,low,M,1,2808
3849,A,Flight,3,4,224,2,low,M,8,4162
7358,F,Ship,2,4,268,4,low,M,5,4400
10113,A,Road,3,3,137,3,high,M,7,5794
8354,F,Flight,6,1,272,4,low,F,2,1018
3574,B,Flight,3,4,143,4,medium,M,5,5545
8569,D,Ship,2,5,238,2,low,F,6,5325
3109,D,Ship,4,3,190,4,medium,M,12,3115
5817,A,Ship,3,1,213,3,high,F,6,5535
3737,C,Ship,4,4,156,2,low,M,7,5017
5982,F,Ship,4,2,170,6,medium,M,10,4891
2121,A,Ship,5,4,177,2,low,M,14,1735
6123,A,Ship,5,4,275,2,medium,M,10,5395
9108,F,Ship,5,2,196,3,medium,M,4,4868
9292,B,Road,6,1,237,5,medium,M,3,5299
5568,F,Ship,4,2,245,2,low,M,3,4000
9703,D,Road,6,3,264,4,medium,F,3,1498
6812,F,Ship,4,3,249,6,low,M,2,1046
5450,F,Ship,5,3,169,4,low,F,4,5683
4546,B,Ship,7,1,250,5,medium,M,8,1776
10076,F,Ship,4,4,221,4,low,F,2,5595
6378,F,Ship,3,3,237,2,low,F,2,4263
6563,C,Road,4,3,256,5,low,F,5,1533
6694,B,Road,3,5,213,4,medium,M,9,5550
1661,C,Flight,4,4,140,3,medium,F,4,1467
8418,F,Ship,3,1,202,2,medium,M,7,4598
8641,D,Flight,4,5,275,5,medium,F,8,1093
10212,F,Ship,4,3,271,5,low,M,6,1555
6600,F,Ship,7,3,310,5,low,F,5,1563
9206,F,Ship,4,4,144,3,low,M,6,4137
4196,F,Ship,3,2,255,4,medium,M,5,4415
7434,F,Ship,4,4,144,3,low,F,7,5351
9822,F,Ship,4,2,151,3,medium,M,3,5154
9389,C,Ship,6,3,141,3,low,M,7,5222
4594,B,Ship,3,4,271,3,low,F,9,4889
2647,D,Ship,3,3,124,3,medium,M,59,1959
5256,F,Ship,7,2,310,4,low,M,4,1806
2168,F,Road,3,2,151,2,low,M,26,1793
5021,C,Ship,6,3,292,4,low,M,8,1925
1782,F,Flight,4,4,146,2,low,M,52,1459
7786,B,Road,4,3,240,3,medium,M,6,4964
7165,D,Ship,5,4,225,5,low,M,7,1476
10573,D,Ship,5,1,208,2,low,F,9,4887
10092,F,Ship,4,2,201,2,medium,M,6,5729
6144,F,Road,4,3,243,4,low,F,9,4811
4319,C,Ship,4,4,249,10,medium,F,2,4190
490,B,Ship,3,3,235,3,low,M,5,3065
5643,A,Ship,4,4,193,3,low,M,5,5090
6929,C,Ship,6,4,286,4,low,F,8,1690
262,B,Road,2,3,151,3,low,F,23,1930
7059,A,Ship,3,4,226,2,medium,F,1,5460
9664,B,Ship,5,2,172,2,low,F,2,1680
8704,B,Ship,4,4,149,2,medium,F,2,5881
8974,B,Ship,5,1,160,4,medium,M,5,5841
10149,A,Flight,5,3,243,6,medium,F,10,1189
3316,B,Ship,3,1,171,2,low,M,10,5379
10663,D,Road,5,2,255,6,low,M,6,1610
6942,F,Ship,4,1,264,2,low,F,3,5258
2351,C,Ship,5,1,170,3,high,M,58,1651
6952,B,Ship,5,4,143,3,medium,F,1,5165
2453,C,Road,4,3,135,2,high,M,24,1292
4988,F,Ship,6,4,260,4,medium,M,1,1726
4826,F,Ship,3,4,269,3,medium,M,9,5133
7404,F,Flight,4,3,226,6,medium,M,10,1174
2670,F,Ship,3,1,206,2,medium,F,56,2069
7624,B,Ship,5,5,183,3,medium,F,3,4071
6932,F,Ship,4,2,201,3,medium,F,6,5616
457,D,Ship,3,3,254,2,high,M,17,3153
7840,B,Ship,3,4,273,2,medium,F,5,5223
1577,C,Ship,5,1,261,3,low,M,25,3494
7440,F,Ship,3,5,146,10,low,M,9,4128
5401,D,Ship,3,5,227,4,low,F,9,4647
9698,F,Ship,6,3,274,4,low,F,5,1452
9031,D,Road,6,2,240,6,low,M,3,5967
10225,D,Ship,5,5,217,6,medium,M,1,1761
2328,F,Flight,4,4,282,6,medium,F,52,3009
543,A,Road,4,5,218,3,low,F,40,3200
6181,D,Flight,4,3,235,3,low,F,4,5289
187,D,Ship,5,4,134,2,medium,F,55,1386
6162,F,Flight,4,1,241,3,medium,M,6,4558
8431,D,Ship,3,1,246,2,low,F,9,4947
1722,F,Ship,3,2,270,3,medium,M,31,2377
6224,F,Ship,6,5,244,4,medium,F,2,1980
7579,D,Ship,4,4,188,3,low,M,7,5720
10982,F,Ship,5,2,251,6,low,M,10,1196
2507,C,Ship,5,4,243,3,low,F,35,2899
6552,F,Road,7,3,264,4,medium,M,3,1296
2398,B,Ship,3,3,139,2,low,M,9,1177
4708,B,Ship,3,1,146,4,low,F,10,4583
4458,F,Ship,3,3,174,3,medium,F,2,4221
198,F,Ship,2,3,136,3,low,F,19,1568
8849,C,Ship,4,3,263,3,medium,M,3,4677
10259,C,Road,3,3,155,3,medium,M,5,4957
5318,F,Road,3,5,232,2,high,F,8,5146
7893,A,Ship,6,2,99,3,low,M,8,5872
4214,F,Ship,4,4,199,3,low,M,10,5002
4139,C,Ship,3,4,163,2,low,F,7,5720
3577,D,Flight,4,5,168,4,medium,F,4,4776
5927,C,Ship,6,3,202,3,low,F,5,4930
10490,F,Ship,3,2,169,2,low,M,6,4033
5940,F,Ship,4,4,274,2,low,F,7,4873
8814,F,Ship,4,2,265,4,medium,F,3,4120
7458,F,Ship,4,5,226,6,medium,F,10,1348
10787,C,Ship,5,5,222,6,low,F,3,1861
8415,A,Ship,5,1,205,2,low,F,3,5682
4146,F,Ship,2,5,123,4,medium,M,8,4042
9938,F,Ship,7,1,310,4,medium,F,8,1601
1020,F,Ship,3,2,261,5,medium,M,45,2488
9359,C,Ship,6,1,309,4,medium,F,10,1904
8843,C,Ship,3,1,211,3,medium,M,1,4889
800,F,Road,5,5,249,4,medium,F,38,2797
5068,B,Flight,4,5,192,4,low,F,10,4691
9878,F,Flight,3,4,243,3,medium,M,6,4950
9434,F,Road,4,3,241,5,low,F,2,1442
9895,D,Ship,3,1,271,3,medium,M,1,5486
2685,A,Ship,3,1,185,4,low,F,35,3648
3196,B,Ship,6,4,161,4,medium,M,3,1747
9561,A,Ship,3,2,236,2,medium,M,2,4239
3359,C,Ship,3,4,205,8,medium,M,1,4977
7883,C,Ship,3,2,186,2,low,M,7,5522
81,A,Ship,3,4,180,2,medium,F,49,1942
5873,C,Road,4,3,175,2,low,M,3,4200
1179,A,Ship,4,3,118,5,low,F,15,1601
2114,F,Ship,6,4,164,5,low,M,20,1555
5861,C,Ship,5,3,138,3,low,F,5,5687
10942,B,Road,5,1,218,5,medium,M,8,1651
3483,A,Ship,3,5,216,4,low,F,3,4934
2400,F,Ship,6,2,276,6,medium,M,7,2437
3617,C,Ship,3,3,142,3,low,F,7,4439
7102,B,Road,5,2,223,5,medium,M,5,1484
8212,B,Road,3,4,206,3,medium,F,5,5915
7902,F,Ship,5,2,182,3,low,F,10,4128
3632,F,Ship,3,4,172,3,low,F,4,4337
9732,F,Flight,5,5,173,2,low,M,7,4716
8413,D,Ship,4,4,273,2,low,M,1,5759
5039,C,Ship,6,1,264,4,low,M,10,1960
3933,A,Ship,5,3,219,4,medium,M,5,4096
8139,A,Ship,3,4,263,3,medium,F,2,5741
3754,B,Ship,3,4,181,2,medium,F,4,4629
5073,A,Flight,5,1,262,2,high,M,9,5008
6614,F,Ship,5,1,276,5,medium,M,5,1358
8581,D,Ship,4,2,233,4,high,F,6,5256
10615,D,Ship,3,5,228,4,low,F,7,4068
2098,B,Ship,5,4,214,3,low,M,52,3403
2095,D,Ship,3,5,272,10,medium,M,59,2182
2941,D,Ship,3,1,263,3,medium,M,6,2715
5787,A,Ship,6,5,269,4,low,M,5,1264
2653,D,Ship,3,3,158,3,low,F,20,1431
355,D,Ship,3,2,132,3,low,F,56,1303
10447,D,Ship,4,5,248,5,low,F,6,1754
9169,D,Road,4,3,260,5,low,F,8,1756
9931,D,Ship,5,3,243,6,medium,M,10,1729
6695,C,Road,5,3,261,4,medium,F,5,4623
4403,C,Ship,4,2,193,2,medium,F,1,5909
2865,A,Road,5,4,256,3,low,F,43,3658
2370,F,Ship,4,5,144,3,low,M,9,1526
8132,F,Ship,5,4,237,3,medium,F,1,4369
4834,B,Ship,4,3,251,3,medium,M,5,4206
234,F,Ship,2,1,222,2,medium,M,58,3626
5589,A,Ship,4,4,189,4,medium,F,9,5838
9112,B,Ship,3,2,173,2,low,F,8,5492
4625,C,Ship,2,5,186,2,medium,M,10,4506
10461,A,Ship,4,2,267,5,low,M,3,1933
7042,B,Ship,4,1,268,3,low,M,8,5486
7538,F,Flight,3,1,214,2,low,F,3,5595
6920,F,Ship,6,1,288,4,medium,M,8,1806
1772,F,Road,3,3,242,3,low,F,7,3127
3180,F,Ship,3,2,153,10,high,F,7,5305
10955,C,Road,4,1,261,3,low,F,8,5206
4272,F,Ship,3,1,140,3,low,M,6,4488
4855,D,Ship,2,5,284,3,medium,M,6,4575
9745,D,Ship,5,1,238,5,low,F,5,5854
7026,F,Ship,4,1,112,6,medium,M,9,5248
6714,F,Flight,4,4,279,6,medium,M,5,4898
5390,F,Ship,5,4,139,3,medium,F,6,5721
6670,B,Ship,3,1,266,5,low,M,1,5459
6436,B,Flight,3,5,189,2,low,M,8,4567
5626,B,Flight,4,2,116,3,low,F,2,5602
6517,D,Ship,5,5,189,5,low,M,3,5254
5194,B,Road,4,4,268,6,medium,F,3,4834
4710,F,Ship,5,2,167,4,low,M,10,4325
7847,C,Ship,3,4,252,2,medium,F,6,4040
10684,B,Flight,3,3,176,8,medium,M,10,4376
5713,D,Ship,6,5,263,7,high,M,7,5216
7668,F,Flight,7,2,272,4,medium,F,8,1816
9516,F,Ship,3,1,150,2,low,F,6,5697
1754,F,Ship,3,2,184,5,high,F,26,3336
2194,B,Flight,3,2,272,3,medium,F,40,3766
2231,C,Ship,4,3,158,2,low,M,46,1374
4893,A,Ship,5,1,246,3,low,F,3,5013
1838,F,Ship,4,5,217,4,medium,M,37,2128
6659,C,Ship,3,2,250,4,low,F,3,5449
5859,A,Ship,2,5,279,3,low,F,8,4632
668,F,Road,3,1,237,4,low,M,33,2782
9181,D,Flight,7,3,302,4,medium,F,7,1915
7652,F,Road,5,2,233,4,medium,F,9,5539
4527,A,Flight,4,1,148,8,medium,M,5,4851
9694,B,Ship,5,4,245,6,medium,M,9,1660
2017,D,Ship,3,2,190,3,low,M,37,3315
5254,B,Ship,6,4,275,4,low,M,10,1266
4402,B,Ship,4,3,218,2,low,F,7,4423
6537,A,Ship,5,2,232,3,low,F,1,1187
3705,A,Flight,5,2,184,4,low,M,6,4155
2374,B,Ship,5,2,140,3,medium,F,16,1969
4008,F,Ship,5,2,229,3,low,M,1,5189
3301,D,Flight,3,1,230,3,medium,F,6,4392
761,C,Ship,5,3,235,2,medium,F,12,3358
3938,F,Ship,5,3,248,2,low,F,6,5863
4859,C,Ship,5,4,193,4,high,F,4,5757
2874,F,Flight,4,4,233,2,medium,M,39,2291
2889,A,Flight,3,3,176,3,medium,M,14,1705
5584,B,Ship,4,4,134,2,low,M,1,5209
1842,F,Ship,3,4,136,2,medium,F,54,1056
7905,A,Ship,4,4,224,2,low,F,8,5754
7838,F,Ship,3,5,187,4,medium,F,4,5640
2922,F,Ship,3,1,257,2,medium,M,37,3517
3761,C,Ship,4,3,197,2,low,M,7,5449
4800,F,Flight,7,2,250,5,medium,M,9,1327
448,B,Ship,3,4,194,3,medium,M,3,2169
5905,D,Flight,5,4,202,3,low,F,3,4559
9464,F,Flight,5,2,205,3,medium,F,1,4351
5670,F,Ship,3,5,149,3,low,F,7,4357
7648,B,Road,5,3,241,2,medium,M,5,5666
7441,D,Ship,5,1,207,2,high,M,3,4083
6555,A,Road,6,2,309,4,low,F,6,1335
4228,B,Road,4,3,159,2,high,M,3,5731
10524,F,Road,4,4,238,4,high,M,1,5702
6979,D,Road,4,2,269,2,medium,F,2,4013
6607,D,Ship,4,4,138,3,medium,F,7,1597
4256,F,Flight,4,3,235,3,medium,F,6,4832
4773,A,Road,5,3,269,3,low,F,8,4811
1917,A,Flight,2,5,189,2,low,M,38,3708
7813,D,Flight,3,2,138,2,medium,M,8,5714
9204,F,Ship,3,4,225,4,medium,F,9,5575
7312,B,Ship,3,2,192,3,low,M,1,4308
4770,F,Road,4,4,259,2,medium,F,8,4672
1463,C,Ship,5,1,248,3,low,M,37,3830
9645,A,Ship,4,1,256,3,low,M,6,5818
8791,D,Ship,3,3,182,4,low,F,2,4746
1196,F,Ship,5,5,167,8,low,M,44,1547
3824,F,Road,3,3,154,10,medium,F,1,5235
4866,F,Ship,4,5,261,2,medium,M,6,5920
1481,C,Road,4,1,226,3,low,F,28,2211
9326,F,Flight,4,1,271,4,medium,F,2,4133
3544,B,Road,5,5,265,3,high,F,3,5837
3502,B,Ship,4,2,247,3,medium,M,8,4977
7554,F,Ship,3,3,168,2,low,F,10,4583
3210,F,Ship,5,2,173,2,low,M,7,5836
8978,F,Ship,4,4,101,5,low,F,8,4192
8206,B,Road,4,5,177,3,medium,M,7,4031
2725,D,Road,4,1,227,3,low,M,5,3100
4565,C,Ship,6,3,310,4,low,F,2,1817
6982,B,Road,5,4,212,2,low,F,9,4925
3251,C,Ship,4,1,181,2,low,F,3,5877
4219,D,Ship,3,5,243,3,medium,F,5,4383
3129,A,Road,3,1,169,3,high,M,24,1740
7129,D,Flight,3,3,203,3,medium,F,3,4196
480,F,Ship,3,5,179,5,low,M,56,1113
6632,F,Ship,3,4,248,3,medium,F,6,4932
1257,A,Ship,2,2,180,3,low,M,33,1217
310,B,Ship,5,5,266,3,medium,F,53,3089
7867,D,Ship,6,5,278,5,medium,F,2,4361
3256,B,Ship,5,5,135,4,medium,F,7,5765
1699,D,Ship,4,4,204,2,low,M,29,2941
5849,C,Ship,4,4,172,3,medium,M,7,5098
6243,A,Ship,4,5,251,2,medium,F,8,5232
5951,C,Ship,4,4,184,8,low,M,7,5235
2662,B,Ship,4,1,201,4,medium,M,59,2925
5639,C,Ship,4,1,177,3,medium,F,5,4382
1067,C,Ship,3,4,165,2,low,M,48,1706
2314,B,Road,6,4,174,3,medium,F,14,1651
7019,C,Ship,6,1,206,6,medium,F,8,4243
10438,B,Ship,4,4,146,10,low,M,1,4351
10631,C,Ship,3,2,208,2,low,F,6,5344
150,F,Flight,5,1,149,3,low,M,40,1062
4052,F,Ship,6,3,144,7,high,F,8,5646
9928,B,Ship,7,2,254,4,medium,F,9,1788
8043,A,Ship,3,3,307,5,low,F,3,1578
9287,C,Ship,3,4,180,3,low,M,2,5659
10691,C,Flight,3,3,159,2,medium,F,6,5269
5143,D,Ship,4,1,152,3,low,M,10,5974
819,A,Flight,3,4,262,2,low,M,15,3287
4689,A,Ship,3,4,254,3,medium,M,6,5716
6506,F,Ship,5,1,254,5,medium,M,10,1020
2567,C,Ship,2,4,139,8,medium,F,62,1180
10295,C,Ship,3,5,181,4,low,F,1,5812
8301,A,Ship,5,2,184,3,low,F,4,4552
400,B,Road,3,1,220,2,high,F,40,3773
4728,F,Ship,4,5,259,2,medium,F,4,4092
6454,B,Flight,3,2,227,3,low,F,4,4450
4894,B,Ship,3,4,241,3,medium,M,3,4047
8171,C,Ship,3,3,179,2,low,M,5,5058
8663,C,Ship,7,5,293,4,low,F,2,1080
5846,F,Ship,5,1,138,3,low,M,10,5612
5742,F,Road,4,2,149,2,medium,M,8,5460
1485,A,Road,3,1,180,2,low,F,65,1321
3605,C,Ship,7,4,282,5,low,M,5,1149
7994,F,Ship,4,2,254,7,low,F,6,5121
4473,A,Ship,3,3,264,3,medium,F,6,4247
6245,C,Ship,4,2,201,8,medium,F,9,5146
6698,F,Road,5,1,187,4,medium,F,9,5657
9771,A,Ship,3,2,196,5,medium,F,6,5692
9191,C,Flight,4,4,264,5,low,M,3,1782
8483,C,Road,6,4,150,5,medium,F,8,4709
8613,A,Road,5,1,242,5,low,M,9,1767
10797,A,Road,3,5,156,4,low,F,6,1015
7952,F,Flight,6,4,306,4,low,F,8,1465
3830,F,Road,6,4,136,3,low,M,2,1187
6957,A,Ship,3,1,186,3,high,F,1,5694
3346,B,Ship,4,1,155,4,low,F,1,4985
2125,D,Ship,3,2,250,5,low,F,36,2717
7860,F,Ship,5,2,189,2,medium,M,2,4636
8836,B,Ship,5,2,225,5,low,M,5,1015
6691,D,Road,3,3,213,2,low,M,10,5495
1458,F,Ship,4,4,232,4,low,M,27,3436
6211,D,Ship,4,1,245,3,low,F,5,4523
7970,F,Ship,3,2,188,6,medium,F,1,4856
945,A,Road,4,5,274,10,medium,F,5,3910
965,C,Flight,6,1,291,5,medium,F,53,1682
2667,A,Ship,3,2,138,3,low,M,49,1923
7332,F,Ship,4,2,162,4,medium,M,7,5294
7703,C,Ship,7,3,272,4,medium,M,2,1754
2164,B,Ship,4,5,193,4,low,M,33,2173
3888,F,Ship,4,3,174,2,low,M,10,5554
6478,B,Ship,3,3,261,8,medium,M,3,4007
8314,B,Ship,7,4,289,4,low,M,1,1657
